Trial (NCT),Condition,Arm,Interventions,OS median,OS 95% CI low,OS 95% CI high,OS N,PFS median,PFS 95% CI low,PFS 95% CI high,PFS N,ORR %,CT.gov last updated
NCT01177397,"Multiple Myeloma; Diffuse Large B-Cell Lymphoma; Glioblastoma Multiforme; Hepatocellular Carcinoma; Non-Small Cell Lung Cancer; Neuroendocrine Tumors of Non-Pancreatic Origin; Hormone Receptor-Positive Breast Cancer; Multiple Myeloma; Lymphoma, Large B-Cell, Diffuse; Glioblastoma; Carcinoma, Hepatocellular; Carcinoma, Non-Small-Cell Lung",Part B: Hepatocellular Carcinoma (HCC),CC-223,,,,,,,,,,2022-12-13
NCT01177397,"Multiple Myeloma; Diffuse Large B-Cell Lymphoma; Glioblastoma Multiforme; Hepatocellular Carcinoma; Non-Small Cell Lung Cancer; Neuroendocrine Tumors of Non-Pancreatic Origin; Hormone Receptor-Positive Breast Cancer; Multiple Myeloma; Lymphoma, Large B-Cell, Diffuse; Glioblastoma; Carcinoma, Hepatocellular; Carcinoma, Non-Small-Cell Lung",Part B: Hormone Receptor Positive Breast Cancer (HRPBC),CC-223,,,,,,,,,,2022-12-13
NCT01177397,"Multiple Myeloma; Diffuse Large B-Cell Lymphoma; Glioblastoma Multiforme; Hepatocellular Carcinoma; Non-Small Cell Lung Cancer; Neuroendocrine Tumors of Non-Pancreatic Origin; Hormone Receptor-Positive Breast Cancer; Multiple Myeloma; Lymphoma, Large B-Cell, Diffuse; Glioblastoma; Carcinoma, Hepatocellular; Carcinoma, Non-Small-Cell Lung",Part B: Multiple Myeloma (MM),CC-223,,,,,,,,,,2022-12-13
NCT01177397,"Multiple Myeloma; Diffuse Large B-Cell Lymphoma; Glioblastoma Multiforme; Hepatocellular Carcinoma; Non-Small Cell Lung Cancer; Neuroendocrine Tumors of Non-Pancreatic Origin; Hormone Receptor-Positive Breast Cancer; Multiple Myeloma; Lymphoma, Large B-Cell, Diffuse; Glioblastoma; Carcinoma, Hepatocellular; Carcinoma, Non-Small-Cell Lung",Part B: Neuroendocrine Tumor (NET),CC-223,,,,,,,,,,2022-12-13
NCT01177397,"Multiple Myeloma; Diffuse Large B-Cell Lymphoma; Glioblastoma Multiforme; Hepatocellular Carcinoma; Non-Small Cell Lung Cancer; Neuroendocrine Tumors of Non-Pancreatic Origin; Hormone Receptor-Positive Breast Cancer; Multiple Myeloma; Lymphoma, Large B-Cell, Diffuse; Glioblastoma; Carcinoma, Hepatocellular; Carcinoma, Non-Small-Cell Lung",Part B: Non-small Cell Lung Cancer (NSCLC),CC-223,,,,,,,,,,2022-12-13
NCT05361668,"Carcinoid Syndrome; Carcinoid; Carcinoid Tumor; Carcinoid Tumor of Ileum; Carcinoid Tumor of Cecum; Carcinoid Syndrome Diarrhea; Carcinoid Intestine Tumor; Carcinoid Tumor of Liver; Carcinoid Tumor of Pancreas; Serotonin Syndrome; Carcinoid Tumor; Carcinoid Tumors, Intestinal; Neuroendocrine Tumors",40 mg Paltusotine,"Randomized: 40 mg Paltusotine, Randomized: 80 mg Paltusotine",,,,,,,,,,2026-03-19
NCT05361668,"Carcinoid Syndrome; Carcinoid; Carcinoid Tumor; Carcinoid Tumor of Ileum; Carcinoid Tumor of Cecum; Carcinoid Syndrome Diarrhea; Carcinoid Intestine Tumor; Carcinoid Tumor of Liver; Carcinoid Tumor of Pancreas; Serotonin Syndrome; Carcinoid Tumor; Carcinoid Tumors, Intestinal; Neuroendocrine Tumors",80 mg Paltusotine,"Randomized: 40 mg Paltusotine, Randomized: 80 mg Paltusotine",,,,,,,,,,2026-03-19
NCT03586050,"Carcinoma, Hepatocellular; Hepatocellular Carcinoma; Hepatocellular Cancer; Cancer, Hepatocellular; Carcinoma, Hepatocellular; Liver Neoplasms; Neoplasms",Microwave Ablation,Microwave ablation,90.0,,,30.0,,,,,,2024-07-24
NCT03713593,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular; Parkinson Disease 4, Autosomal Dominant Lewy Body",Lenvatinib + Pembrolizumab,"lenvatinib, pembrolizumab, saline placebo",21.2,19.0,23.6,395.0,8.2,6.3,8.3,395.0,26.1,2026-02-05
NCT03713593,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular; Parkinson Disease 4, Autosomal Dominant Lewy Body",Lenvatinib + Placebo,"lenvatinib, pembrolizumab, saline placebo",19.0,17.2,21.7,399.0,8.1,6.3,8.3,399.0,17.5,2026-02-05
NCT04172714,HCC; Cancer of Liver; Cancer; Liver Neoplasms; Neoplasms; Liver Diseases,Technetium-99m Macroaggregated Albumin (99mTc-MAA)/Second Mapping With Low-dose Y90,SIR-Spheres microspheres,,,,,,,,,,2022-12-06
NCT00724503,Colorectal Cancer; Colorectal Carcinoma; Liver Metastases; Colorectal Neoplasms; Colonic Neoplasms,A: FOLFOX Alone,"SIR-Spheres yttrium-90 microspheres, Systemic chemotherapy (FOLFOX)",,,,,,,,,68.1,2019-03-26
NCT00724503,Colorectal Cancer; Colorectal Carcinoma; Liver Metastases; Colorectal Neoplasms; Colonic Neoplasms,B: FOLFOX + SIR-Spheres,"SIR-Spheres yttrium-90 microspheres, Systemic chemotherapy (FOLFOX)",,,,,,,,,76.4,2019-03-26
NCT00724503,Colorectal Cancer; Colorectal Carcinoma; Liver Metastases; Colorectal Neoplasms; Colonic Neoplasms,mFOLFOX6 Alone,"SIR-Spheres yttrium-90 microspheres, Systemic chemotherapy (FOLFOX)",,,,,10.2,9.4,11.3,263.0,,2019-03-26
NCT00724503,Colorectal Cancer; Colorectal Carcinoma; Liver Metastases; Colorectal Neoplasms; Colonic Neoplasms,mFOLFOX6 Plus SIRT,"SIR-Spheres yttrium-90 microspheres, Systemic chemotherapy (FOLFOX)",,,,,10.7,9.9,11.4,267.0,,2019-03-26
NCT01285102,Liver Metastases; Mucinous Adenocarcinoma of the Colon; Mucinous Adenocarcinoma of the Rectum; Recurrent Colon Cancer; Recurrent Rectal Cancer; Signet Ring Adenocarcinoma of the Colon; Signet Ring Adenocarcinoma of the Rectum; Stage IV Colon Cancer; Stage IV Rectal Cancer; Colonic Neoplasms; Rectal Neoplasms,DEBIRI With Hepatic Artery Embolization,"irinotecan-eluting beads, hepatic artery embolization",,,,,,,,,,2021-12-20
NCT02807181,Intrahepatic Cholangiocarcinoma; Cholangiocarcinoma,Chemotherapy (Cisplatin-Gemcitabine),"Cisplatin-gemcitabine, Radiation: SIRT + chemotherapy (cisplatin-gemcitabine)",14.0,,,42.0,,,,,,2025-05-09
NCT02807181,Intrahepatic Cholangiocarcinoma; Cholangiocarcinoma,Chemotherapy (Cisplatin-Gemcitabine) Total Subjects,"Cisplatin-gemcitabine, Radiation: SIRT + chemotherapy (cisplatin-gemcitabine)",,,,,,,,,22.0,2025-05-09
NCT02807181,Intrahepatic Cholangiocarcinoma; Cholangiocarcinoma,Radiation: SIRT + Chemotherapy (Cisplatin-Gemcitabine),"Cisplatin-gemcitabine, Radiation: SIRT + chemotherapy (cisplatin-gemcitabine)",12.0,,,36.0,,,,,10.0,2025-05-09
NCT00831844,"Adult Rhabdomyosarcoma; Adult Synovial Sarcoma; Childhood Hepatoblastoma; Childhood Synovial Sarcoma; Previously Treated Childhood Rhabdomyosarcoma; Recurrent Adrenocortical Carcinoma; Recurrent Adult Soft Tissue Sarcoma; Recurrent Childhood Liver Cancer; Recurrent Childhood Rhabdomyosarcoma; Recurrent Childhood Soft Tissue Sarcoma; Recurrent Ewing Sarcoma/Peripheral Primitive; Neuroectodermal Tumor; Recurrent Neuroblastoma; Recurrent Osteosarcoma; Recurrent Retinoblastoma; Recurrent Wilms Tumor and Other Childhood Kidney Tumors; Rhabdomyosarcoma; Sarcoma, Synovial; Hepatoblastoma; Adrenocortical Carcinoma; Sarcoma; Sarcoma, Ewing; Neuroectodermal Tumors; Neuroblastoma; Osteosarcoma; Retinoblastoma; Wilms Tumor",Group 1 - Recurrent or Refractory Hepatoblastoma,"cixutumumab, laboratory biomarker analysis",,,,,,,,,,2015-03-30
NCT00831844,"Adult Rhabdomyosarcoma; Adult Synovial Sarcoma; Childhood Hepatoblastoma; Childhood Synovial Sarcoma; Previously Treated Childhood Rhabdomyosarcoma; Recurrent Adrenocortical Carcinoma; Recurrent Adult Soft Tissue Sarcoma; Recurrent Childhood Liver Cancer; Recurrent Childhood Rhabdomyosarcoma; Recurrent Childhood Soft Tissue Sarcoma; Recurrent Ewing Sarcoma/Peripheral Primitive; Neuroectodermal Tumor; Recurrent Neuroblastoma; Recurrent Osteosarcoma; Recurrent Retinoblastoma; Recurrent Wilms Tumor and Other Childhood Kidney Tumors; Rhabdomyosarcoma; Sarcoma, Synovial; Hepatoblastoma; Adrenocortical Carcinoma; Sarcoma; Sarcoma, Ewing; Neuroectodermal Tumors; Neuroblastoma; Osteosarcoma; Retinoblastoma; Wilms Tumor",Group 2 - Recurrent or Refractory Synovial Sarcoma,"cixutumumab, laboratory biomarker analysis",,,,,,,,,,2015-03-30
NCT00831844,"Adult Rhabdomyosarcoma; Adult Synovial Sarcoma; Childhood Hepatoblastoma; Childhood Synovial Sarcoma; Previously Treated Childhood Rhabdomyosarcoma; Recurrent Adrenocortical Carcinoma; Recurrent Adult Soft Tissue Sarcoma; Recurrent Childhood Liver Cancer; Recurrent Childhood Rhabdomyosarcoma; Recurrent Childhood Soft Tissue Sarcoma; Recurrent Ewing Sarcoma/Peripheral Primitive; Neuroectodermal Tumor; Recurrent Neuroblastoma; Recurrent Osteosarcoma; Recurrent Retinoblastoma; Recurrent Wilms Tumor and Other Childhood Kidney Tumors; Rhabdomyosarcoma; Sarcoma, Synovial; Hepatoblastoma; Adrenocortical Carcinoma; Sarcoma; Sarcoma, Ewing; Neuroectodermal Tumors; Neuroblastoma; Osteosarcoma; Retinoblastoma; Wilms Tumor",Group 3 - Recurrent or Refractory Rhabdomyosarcoma,"cixutumumab, laboratory biomarker analysis",,,,,,,,,,2015-03-30
NCT00831844,"Adult Rhabdomyosarcoma; Adult Synovial Sarcoma; Childhood Hepatoblastoma; Childhood Synovial Sarcoma; Previously Treated Childhood Rhabdomyosarcoma; Recurrent Adrenocortical Carcinoma; Recurrent Adult Soft Tissue Sarcoma; Recurrent Childhood Liver Cancer; Recurrent Childhood Rhabdomyosarcoma; Recurrent Childhood Soft Tissue Sarcoma; Recurrent Ewing Sarcoma/Peripheral Primitive; Neuroectodermal Tumor; Recurrent Neuroblastoma; Recurrent Osteosarcoma; Recurrent Retinoblastoma; Recurrent Wilms Tumor and Other Childhood Kidney Tumors; Rhabdomyosarcoma; Sarcoma, Synovial; Hepatoblastoma; Adrenocortical Carcinoma; Sarcoma; Sarcoma, Ewing; Neuroectodermal Tumors; Neuroblastoma; Osteosarcoma; Retinoblastoma; Wilms Tumor",Group 8 - Recurrent Osteosarcoma,"cixutumumab, laboratory biomarker analysis",,,,,,,,,,2015-03-30
NCT00831844,"Adult Rhabdomyosarcoma; Adult Synovial Sarcoma; Childhood Hepatoblastoma; Childhood Synovial Sarcoma; Previously Treated Childhood Rhabdomyosarcoma; Recurrent Adrenocortical Carcinoma; Recurrent Adult Soft Tissue Sarcoma; Recurrent Childhood Liver Cancer; Recurrent Childhood Rhabdomyosarcoma; Recurrent Childhood Soft Tissue Sarcoma; Recurrent Ewing Sarcoma/Peripheral Primitive; Neuroectodermal Tumor; Recurrent Neuroblastoma; Recurrent Osteosarcoma; Recurrent Retinoblastoma; Recurrent Wilms Tumor and Other Childhood Kidney Tumors; Rhabdomyosarcoma; Sarcoma, Synovial; Hepatoblastoma; Adrenocortical Carcinoma; Sarcoma; Sarcoma, Ewing; Neuroectodermal Tumors; Neuroblastoma; Osteosarcoma; Retinoblastoma; Wilms Tumor",Group 9 - Recurrent or Refractory Wilms Tumor,"cixutumumab, laboratory biomarker analysis",,,,,,,,,,2015-03-30
NCT00831844,"Adult Rhabdomyosarcoma; Adult Synovial Sarcoma; Childhood Hepatoblastoma; Childhood Synovial Sarcoma; Previously Treated Childhood Rhabdomyosarcoma; Recurrent Adrenocortical Carcinoma; Recurrent Adult Soft Tissue Sarcoma; Recurrent Childhood Liver Cancer; Recurrent Childhood Rhabdomyosarcoma; Recurrent Childhood Soft Tissue Sarcoma; Recurrent Ewing Sarcoma/Peripheral Primitive; Neuroectodermal Tumor; Recurrent Neuroblastoma; Recurrent Osteosarcoma; Recurrent Retinoblastoma; Recurrent Wilms Tumor and Other Childhood Kidney Tumors; Rhabdomyosarcoma; Sarcoma, Synovial; Hepatoblastoma; Adrenocortical Carcinoma; Sarcoma; Sarcoma, Ewing; Neuroectodermal Tumors; Neuroblastoma; Osteosarcoma; Retinoblastoma; Wilms Tumor",Grp 4-Recurrent or Refractory Adrenocortical Carcinoma,"cixutumumab, laboratory biomarker analysis",,,,,,,,,,2015-03-30
NCT00831844,"Adult Rhabdomyosarcoma; Adult Synovial Sarcoma; Childhood Hepatoblastoma; Childhood Synovial Sarcoma; Previously Treated Childhood Rhabdomyosarcoma; Recurrent Adrenocortical Carcinoma; Recurrent Adult Soft Tissue Sarcoma; Recurrent Childhood Liver Cancer; Recurrent Childhood Rhabdomyosarcoma; Recurrent Childhood Soft Tissue Sarcoma; Recurrent Ewing Sarcoma/Peripheral Primitive; Neuroectodermal Tumor; Recurrent Neuroblastoma; Recurrent Osteosarcoma; Recurrent Retinoblastoma; Recurrent Wilms Tumor and Other Childhood Kidney Tumors; Rhabdomyosarcoma; Sarcoma, Synovial; Hepatoblastoma; Adrenocortical Carcinoma; Sarcoma; Sarcoma, Ewing; Neuroectodermal Tumors; Neuroblastoma; Osteosarcoma; Retinoblastoma; Wilms Tumor",Grp 5-Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor,"cixutumumab, laboratory biomarker analysis",,,,,,,,,,2015-03-30
NCT00831844,"Adult Rhabdomyosarcoma; Adult Synovial Sarcoma; Childhood Hepatoblastoma; Childhood Synovial Sarcoma; Previously Treated Childhood Rhabdomyosarcoma; Recurrent Adrenocortical Carcinoma; Recurrent Adult Soft Tissue Sarcoma; Recurrent Childhood Liver Cancer; Recurrent Childhood Rhabdomyosarcoma; Recurrent Childhood Soft Tissue Sarcoma; Recurrent Ewing Sarcoma/Peripheral Primitive; Neuroectodermal Tumor; Recurrent Neuroblastoma; Recurrent Osteosarcoma; Recurrent Retinoblastoma; Recurrent Wilms Tumor and Other Childhood Kidney Tumors; Rhabdomyosarcoma; Sarcoma, Synovial; Hepatoblastoma; Adrenocortical Carcinoma; Sarcoma; Sarcoma, Ewing; Neuroectodermal Tumors; Neuroblastoma; Osteosarcoma; Retinoblastoma; Wilms Tumor",Grp 6 - Neuroblastoma-MIBG Positive Without Measurable Disease,"cixutumumab, laboratory biomarker analysis",,,,,,,,,,2015-03-30
NCT00831844,"Adult Rhabdomyosarcoma; Adult Synovial Sarcoma; Childhood Hepatoblastoma; Childhood Synovial Sarcoma; Previously Treated Childhood Rhabdomyosarcoma; Recurrent Adrenocortical Carcinoma; Recurrent Adult Soft Tissue Sarcoma; Recurrent Childhood Liver Cancer; Recurrent Childhood Rhabdomyosarcoma; Recurrent Childhood Soft Tissue Sarcoma; Recurrent Ewing Sarcoma/Peripheral Primitive; Neuroectodermal Tumor; Recurrent Neuroblastoma; Recurrent Osteosarcoma; Recurrent Retinoblastoma; Recurrent Wilms Tumor and Other Childhood Kidney Tumors; Rhabdomyosarcoma; Sarcoma, Synovial; Hepatoblastoma; Adrenocortical Carcinoma; Sarcoma; Sarcoma, Ewing; Neuroectodermal Tumors; Neuroblastoma; Osteosarcoma; Retinoblastoma; Wilms Tumor",Grp 7-Neuroblastoma With Measurable Disease,"cixutumumab, laboratory biomarker analysis",,,,,,,,,,2015-03-30
NCT01790633,"HIV; Hepatitis B; Hepatitis C; Carcinoma, Hepatocellular; AIDS; Hepatitis B; Hepatitis C; Carcinoma, Hepatocellular; Acquired Immunodeficiency Syndrome",Rapid Testing,"ELISA, Rapid Test",,,,,,,,,,2016-12-13
NCT01790633,"HIV; Hepatitis B; Hepatitis C; Carcinoma, Hepatocellular; AIDS; Hepatitis B; Hepatitis C; Carcinoma, Hepatocellular; Acquired Immunodeficiency Syndrome",Standard Testing With ELISA,"ELISA, Rapid Test",,,,,,,,,,2016-12-13
NCT01949545,Solid Tumors; Hematologic Malignancies; Hepatic Impairment; Hematologic Neoplasms,Mild Hepatic Impairment,Carfilzomib,,,,,,,,,,2017-05-02
NCT01949545,Solid Tumors; Hematologic Malignancies; Hepatic Impairment; Hematologic Neoplasms,Moderate Hepatic Impairment,Carfilzomib,,,,,,,,,,2017-05-02
NCT01949545,Solid Tumors; Hematologic Malignancies; Hepatic Impairment; Hematologic Neoplasms,Normal Hepatic Function,Carfilzomib,,,,,,,,,,2017-05-02
NCT01949545,Solid Tumors; Hematologic Malignancies; Hepatic Impairment; Hematologic Neoplasms,Severe Hepatic Impairment,Carfilzomib,,,,,,,,,,2017-05-02
NCT02795429,Advanced Hepatocellular Carcinoma; Liver Neoplasms,Phase II: Capmatinib 400 mg BID + Spartalizumab 300 mg Q3W,"Spartalizumab, Capmatinib",14.88,9.0,19.48,32.0,2.79,2.6,3.88,32.0,9.4,2023-07-03
NCT02795429,Advanced Hepatocellular Carcinoma; Liver Neoplasms,Phase II: Spartalizumab 300 mg Q3W,"Spartalizumab, Capmatinib",9.78,3.65,22.31,30.0,2.79,1.45,4.07,30.0,10.0,2023-07-03
NCT02795429,Advanced Hepatocellular Carcinoma; Liver Neoplasms,Phase Ib: Capmatinib 200 mg BID + Spartalizumab 300 mg Q3W,"Spartalizumab, Capmatinib",14.98,2.37,,6.0,3.42,1.18,,6.0,,2023-07-03
NCT02795429,Advanced Hepatocellular Carcinoma; Liver Neoplasms,Phase Ib: Capmatinib 300 mg BID + Spartalizumab 300 mg Q3W,"Spartalizumab, Capmatinib",12.11,1.68,19.45,10.0,4.44,1.25,,10.0,,2023-07-03
NCT02795429,Advanced Hepatocellular Carcinoma; Liver Neoplasms,Phase Ib: Capmatinib 400 mg BID + Spartalizumab 300 mg Q3W,"Spartalizumab, Capmatinib",16.53,2.83,,11.0,1.35,1.22,13.73,11.0,,2023-07-03
NCT02013778,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",TACE + HCQ,HCQ,,,,,,,,,,2020-04-20
NCT02520141,"Cholangiocarcinoma; Liver and Intrahepatic Bile Duct Carcinoma; Stage III Gallbladder Cancer AJCC v7; Stage III Intrahepatic Cholangiocarcinoma AJCC v7; Stage IIIA Gallbladder Cancer AJCC v7; Stage IIIB Gallbladder Cancer AJCC v7; Stage IV Gallbladder Cancer AJCC v7; Stage IVA Gallbladder Cancer AJCC v7; Stage IVA Intrahepatic Cholangiocarcinoma AJCC v7; Stage IVB Gallbladder Cancer AJCC v7; Stage IVB Intrahepatic Cholangiocarcinoma AJCC v7; Unresectable Gallbladder Carcinoma; Cholangiocarcinoma; Carcinoma, Hepatocellular; Gallbladder Neoplasms","Phase II Open-label, Single Arm Study of Ramucirumab Administered at 8 mg/kg IV","Laboratory Biomarker Analysis, Ramucirumab",,,,,,,,,1.0,2023-06-15
NCT02520141,"Cholangiocarcinoma; Liver and Intrahepatic Bile Duct Carcinoma; Stage III Gallbladder Cancer AJCC v7; Stage III Intrahepatic Cholangiocarcinoma AJCC v7; Stage IIIA Gallbladder Cancer AJCC v7; Stage IIIB Gallbladder Cancer AJCC v7; Stage IV Gallbladder Cancer AJCC v7; Stage IVA Gallbladder Cancer AJCC v7; Stage IVA Intrahepatic Cholangiocarcinoma AJCC v7; Stage IVB Gallbladder Cancer AJCC v7; Stage IVB Intrahepatic Cholangiocarcinoma AJCC v7; Unresectable Gallbladder Carcinoma; Cholangiocarcinoma; Carcinoma, Hepatocellular; Gallbladder Neoplasms","Phase II Open-label, Single Arm Study of Ramucirumab Administered at 8 mg/kg IV.","Laboratory Biomarker Analysis, Ramucirumab",9.5,5.81,13.6,60.0,,,,,,2023-06-15
NCT02185768,Liver Cancer; Liver Neoplasms,DC-BEADS + Idarubicin,"idarubicin, Dc- Beads 300-500µm",18.55,11.73,29.08,46.0,6.57,5.85,11.99,46.0,22.0,2025-07-04
NCT03199274,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular","Group I (Perflutren Protein-type A Microspheres, CEUS)","Yttrium-90 Microsphere Radioembolization, Perflutren Protein-Type A Microspheres, Dynamic Contrast-Enhanced Ultrasound Imaging",,,,,,,,,,2026-01-02
NCT03199274,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Group II (Standard of Care),"Yttrium-90 Microsphere Radioembolization, Perflutren Protein-Type A Microspheres, Dynamic Contrast-Enhanced Ultrasound Imaging",,,,,,,,,,2026-01-02
NCT02717949,"Liver Disease; Liver Diseases; Hepatitis C; Lymphoma, Non-Hodgkin",Sofosbuvir and Ribavirin,"sofosbuvir/ledipasvir, sofosbuvir, Ribavirin",,,,,,,,,,2019-01-08
NCT02717949,"Liver Disease; Liver Diseases; Hepatitis C; Lymphoma, Non-Hodgkin",Sofosbuvir/Ledipasvir,"sofosbuvir/ledipasvir, sofosbuvir, Ribavirin",,,,,,,,,,2019-01-08
NCT03113955,Localized Hepatocellular Carcinoma,Single -Arm,Tandem Microsphere loaded with Epirubicin,100.0,,,106.0,,,,,75.0,2021-12-01
NCT03222076,"Hepatocellular Carcinoma; Resectable Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Arm A (Nivolumab),"Ipilimumab, Nivolumab",,,,,,,,,3.0,2023-07-10
NCT03222076,"Hepatocellular Carcinoma; Resectable Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Arm A: Nivolumab,"Ipilimumab, Nivolumab",,,,,,,,,,2023-07-10
NCT03222076,"Hepatocellular Carcinoma; Resectable Hepatocellular Carcinoma; Carcinoma, Hepatocellular","Arm B (Ipilimumab, Nivolumab)","Ipilimumab, Nivolumab",,,,,,,,,0.0,2023-07-10
NCT03222076,"Hepatocellular Carcinoma; Resectable Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Arm B: Nivolumab Plus Ipilimumab,"Ipilimumab, Nivolumab",,,,,,,,,,2023-07-10
NCT03222076,"Hepatocellular Carcinoma; Resectable Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Arm C: Nivolumab Plus Ipilimumab,"Ipilimumab, Nivolumab",,,,,,,,,,2023-07-10
NCT01835223,Advanced Adult Hepatocellular Carcinoma; Non-Resectable Hepatocellular Carcinoma,Treatment (Tivozanib 1.5mg),"Tivozanib (1mg), Tivozanib (1.5mg)",,,,,,,,,,2020-10-28
NCT01835223,Advanced Adult Hepatocellular Carcinoma; Non-Resectable Hepatocellular Carcinoma,Treatment (Tivozanib 1mg),"Tivozanib (1mg), Tivozanib (1.5mg)",0.4,0.19,0.6,19.0,,,,,,2020-10-28
NCT00365508,"Bladder Cancer; Cervical Cancer; Esophageal Cancer; Gastric Cancer; Head and Neck Cancer; Kidney Cancer; Leukemia; Liver Cancer; Lung Cancer; Pancreatic Cancer; Tobacco Use Disorder; Urinary Bladder Neoplasms; Uterine Cervical Neoplasms; Esophageal Neoplasms; Stomach Neoplasms; Head and Neck Neoplasms; Kidney Neoplasms; Leukemia; Liver Neoplasms; Lung Neoplasms; Pancreatic Neoplasms; Tobacco Use Disorder; Carcinoma, Renal Cell; Carcinoma, Hepatocellular; Carcinoma, Non-Small-Cell Lung; Small Cell Lung Carcinoma; Hypopharyngeal Neoplasms; Laryngeal Neoplasms; Mouth Neoplasms; Nasopharyngeal Neoplasms; Oropharyngeal Neoplasms; Leukemia, Myeloid, Acute; Tongue Neoplasms",Arm I,"nicotine lozenge, nicotine patch",,,,,,,,,,2016-03-29
