Trial (NCT),Condition,Arm,Interventions,OS median,OS 95% CI low,OS 95% CI high,OS N,PFS median,PFS 95% CI low,PFS 95% CI high,PFS N,ORR %,CT.gov last updated,Trial start date,Trial completion date
NCT00940225,"Solid Tumors; Cancer; Neoplasms; Breast Neoplasms; Melanoma; Carcinoma, Hepatocellular; Small Cell Lung Carcinoma; Carcinoma, Non-Small-Cell Lung; Ovarian Neoplasms; Pancreatic Neoplasms; Prostatic Neoplasms",Lead-in Stage - Metastatic Breast Cancer,"Cabozantinib, Placebo",,,,,,,,,13.6,2024-04-25,2009-09,2014-06
NCT00940225,"Solid Tumors; Cancer; Neoplasms; Breast Neoplasms; Melanoma; Carcinoma, Hepatocellular; Small Cell Lung Carcinoma; Carcinoma, Non-Small-Cell Lung; Ovarian Neoplasms; Pancreatic Neoplasms; Prostatic Neoplasms",Lead-in Stage - NRE Ovarian Cancer,"Cabozantinib, Placebo",,,,,,,,,10.0,2024-04-25,2009-09,2014-06
NCT00940225,"Solid Tumors; Cancer; Neoplasms; Breast Neoplasms; Melanoma; Carcinoma, Hepatocellular; Small Cell Lung Carcinoma; Carcinoma, Non-Small-Cell Lung; Ovarian Neoplasms; Pancreatic Neoplasms; Prostatic Neoplasms",Lead-in Stage - NSCLC,"Cabozantinib, Placebo",,,,,,,,,10.0,2024-04-25,2009-09,2014-06
NCT00940225,"Solid Tumors; Cancer; Neoplasms; Breast Neoplasms; Melanoma; Carcinoma, Hepatocellular; Small Cell Lung Carcinoma; Carcinoma, Non-Small-Cell Lung; Ovarian Neoplasms; Pancreatic Neoplasms; Prostatic Neoplasms",Lead-in Stage - Ovarian Cancer,"Cabozantinib, Placebo",,,,,,,,,21.7,2024-04-25,2009-09,2014-06
NCT00940225,"Solid Tumors; Cancer; Neoplasms; Breast Neoplasms; Melanoma; Carcinoma, Hepatocellular; Small Cell Lung Carcinoma; Carcinoma, Non-Small-Cell Lung; Ovarian Neoplasms; Pancreatic Neoplasms; Prostatic Neoplasms",Lead-in Stage - Pancreatic Cancer,"Cabozantinib, Placebo",,,,,,,,,0.0,2024-04-25,2009-09,2014-06
NCT00940225,"Solid Tumors; Cancer; Neoplasms; Breast Neoplasms; Melanoma; Carcinoma, Hepatocellular; Small Cell Lung Carcinoma; Carcinoma, Non-Small-Cell Lung; Ovarian Neoplasms; Pancreatic Neoplasms; Prostatic Neoplasms",Lead-in Stage - SCLC,"Cabozantinib, Placebo",,,,,,,,,4.8,2024-04-25,2009-09,2014-06
NCT00940225,"Solid Tumors; Cancer; Neoplasms; Breast Neoplasms; Melanoma; Carcinoma, Hepatocellular; Small Cell Lung Carcinoma; Carcinoma, Non-Small-Cell Lung; Ovarian Neoplasms; Pancreatic Neoplasms; Prostatic Neoplasms",NRE Cohort - CRPC 100 mg,"Cabozantinib, Placebo",11.1,9.17,13.34,93.0,,,,,,2024-04-25,2009-09,2014-06
NCT00940225,"Solid Tumors; Cancer; Neoplasms; Breast Neoplasms; Melanoma; Carcinoma, Hepatocellular; Small Cell Lung Carcinoma; Carcinoma, Non-Small-Cell Lung; Ovarian Neoplasms; Pancreatic Neoplasms; Prostatic Neoplasms",NRE Cohort - CRPC 100mg (Castration-Resistant Prostate Cancer),"Cabozantinib, Placebo",,,,,,,,,,2024-04-25,2009-09,2014-06
NCT00940225,"Solid Tumors; Cancer; Neoplasms; Breast Neoplasms; Melanoma; Carcinoma, Hepatocellular; Small Cell Lung Carcinoma; Carcinoma, Non-Small-Cell Lung; Ovarian Neoplasms; Pancreatic Neoplasms; Prostatic Neoplasms",NRE Cohort - CRPC 39.4 mg,"Cabozantinib, Placebo",8.0,7.92,,51.0,,,,,,2024-04-25,2009-09,2014-06
NCT00940225,"Solid Tumors; Cancer; Neoplasms; Breast Neoplasms; Melanoma; Carcinoma, Hepatocellular; Small Cell Lung Carcinoma; Carcinoma, Non-Small-Cell Lung; Ovarian Neoplasms; Pancreatic Neoplasms; Prostatic Neoplasms",NRE Cohort - CRPC 39.4mg (Castration-Resistant Prostate Cancer),"Cabozantinib, Placebo",,,,,,,,,,2024-04-25,2009-09,2014-06
NCT00940225,"Solid Tumors; Cancer; Neoplasms; Breast Neoplasms; Melanoma; Carcinoma, Hepatocellular; Small Cell Lung Carcinoma; Carcinoma, Non-Small-Cell Lung; Ovarian Neoplasms; Pancreatic Neoplasms; Prostatic Neoplasms",NRE Cohort - Ovarian 100 mg,"Cabozantinib, Placebo",8.5,5.88,11.73,60.0,,,,,,2024-04-25,2009-09,2014-06
NCT00940225,"Solid Tumors; Cancer; Neoplasms; Breast Neoplasms; Melanoma; Carcinoma, Hepatocellular; Small Cell Lung Carcinoma; Carcinoma, Non-Small-Cell Lung; Ovarian Neoplasms; Pancreatic Neoplasms; Prostatic Neoplasms",NRE Cohort - Ovarian 100mg,"Cabozantinib, Placebo",,,,,,,,,,2024-04-25,2009-09,2014-06
NCT00940225,"Solid Tumors; Cancer; Neoplasms; Breast Neoplasms; Melanoma; Carcinoma, Hepatocellular; Small Cell Lung Carcinoma; Carcinoma, Non-Small-Cell Lung; Ovarian Neoplasms; Pancreatic Neoplasms; Prostatic Neoplasms",RDT All Cohorts,"Cabozantinib, Placebo",,,,,,,,,,2024-04-25,2009-09,2014-06
NCT00940225,"Solid Tumors; Cancer; Neoplasms; Breast Neoplasms; Melanoma; Carcinoma, Hepatocellular; Small Cell Lung Carcinoma; Carcinoma, Non-Small-Cell Lung; Ovarian Neoplasms; Pancreatic Neoplasms; Prostatic Neoplasms","Randomized Phase - CRPC, Cabozantinib Arm","Cabozantinib, Placebo",,,,,5.5,4.0,8.5,14.0,,2024-04-25,2009-09,2014-06
NCT00940225,"Solid Tumors; Cancer; Neoplasms; Breast Neoplasms; Melanoma; Carcinoma, Hepatocellular; Small Cell Lung Carcinoma; Carcinoma, Non-Small-Cell Lung; Ovarian Neoplasms; Pancreatic Neoplasms; Prostatic Neoplasms","Randomized Phase - CRPC, Placebo Arm","Cabozantinib, Placebo",,,,,1.4,1.25,2.73,17.0,,2024-04-25,2009-09,2014-06
NCT00940225,"Solid Tumors; Cancer; Neoplasms; Breast Neoplasms; Melanoma; Carcinoma, Hepatocellular; Small Cell Lung Carcinoma; Carcinoma, Non-Small-Cell Lung; Ovarian Neoplasms; Pancreatic Neoplasms; Prostatic Neoplasms","Randomized Phase - Gastric/GEJ , Placebo Arm","Cabozantinib, Placebo",,,,,1.0,0.72,1.38,2.0,,2024-04-25,2009-09,2014-06
NCT00940225,"Solid Tumors; Cancer; Neoplasms; Breast Neoplasms; Melanoma; Carcinoma, Hepatocellular; Small Cell Lung Carcinoma; Carcinoma, Non-Small-Cell Lung; Ovarian Neoplasms; Pancreatic Neoplasms; Prostatic Neoplasms","Randomized Phase - Gastric/GEJ, Cabozantinib Arm","Cabozantinib, Placebo",,,,,,2.3,,3.0,,2024-04-25,2009-09,2014-06
NCT00940225,"Solid Tumors; Cancer; Neoplasms; Breast Neoplasms; Melanoma; Carcinoma, Hepatocellular; Small Cell Lung Carcinoma; Carcinoma, Non-Small-Cell Lung; Ovarian Neoplasms; Pancreatic Neoplasms; Prostatic Neoplasms","Randomized Phase - HCC, Cabozantinib Arm","Cabozantinib, Placebo",,,,,2.5,1.3,6.8,10.0,,2024-04-25,2009-09,2014-06
NCT00940225,"Solid Tumors; Cancer; Neoplasms; Breast Neoplasms; Melanoma; Carcinoma, Hepatocellular; Small Cell Lung Carcinoma; Carcinoma, Non-Small-Cell Lung; Ovarian Neoplasms; Pancreatic Neoplasms; Prostatic Neoplasms","Randomized Phase - HCC, Placebo Arm","Cabozantinib, Placebo",,,,,1.4,1.3,4.2,12.0,,2024-04-25,2009-09,2014-06
NCT00940225,"Solid Tumors; Cancer; Neoplasms; Breast Neoplasms; Melanoma; Carcinoma, Hepatocellular; Small Cell Lung Carcinoma; Carcinoma, Non-Small-Cell Lung; Ovarian Neoplasms; Pancreatic Neoplasms; Prostatic Neoplasms","Randomized Phase - MBC, Cabozantinib Arm","Cabozantinib, Placebo",,,,,6.9,5.1,13.5,5.0,,2024-04-25,2009-09,2014-06
NCT00940225,"Solid Tumors; Cancer; Neoplasms; Breast Neoplasms; Melanoma; Carcinoma, Hepatocellular; Small Cell Lung Carcinoma; Carcinoma, Non-Small-Cell Lung; Ovarian Neoplasms; Pancreatic Neoplasms; Prostatic Neoplasms","Randomized Phase - MBC, Placebo Arm","Cabozantinib, Placebo",,,,,1.1,0.7,1.3,5.0,,2024-04-25,2009-09,2014-06
NCT00940225,"Solid Tumors; Cancer; Neoplasms; Breast Neoplasms; Melanoma; Carcinoma, Hepatocellular; Small Cell Lung Carcinoma; Carcinoma, Non-Small-Cell Lung; Ovarian Neoplasms; Pancreatic Neoplasms; Prostatic Neoplasms","Randomized Phase - Melanoma, Cabozantinib Arm","Cabozantinib, Placebo",,,,,4.5,1.8,15.4,13.0,,2024-04-25,2009-09,2014-06
NCT00940225,"Solid Tumors; Cancer; Neoplasms; Breast Neoplasms; Melanoma; Carcinoma, Hepatocellular; Small Cell Lung Carcinoma; Carcinoma, Non-Small-Cell Lung; Ovarian Neoplasms; Pancreatic Neoplasms; Prostatic Neoplasms","Randomized Phase - Melanoma, Placebo Arm","Cabozantinib, Placebo",,,,,2.8,1.45,5.45,13.0,,2024-04-25,2009-09,2014-06
NCT00940225,"Solid Tumors; Cancer; Neoplasms; Breast Neoplasms; Melanoma; Carcinoma, Hepatocellular; Small Cell Lung Carcinoma; Carcinoma, Non-Small-Cell Lung; Ovarian Neoplasms; Pancreatic Neoplasms; Prostatic Neoplasms","Randomized Phase - NSCLC, Cabozantinib Arm","Cabozantinib, Placebo",,,,,2.4,1.3,2.9,8.0,,2024-04-25,2009-09,2014-06
NCT00940225,"Solid Tumors; Cancer; Neoplasms; Breast Neoplasms; Melanoma; Carcinoma, Hepatocellular; Small Cell Lung Carcinoma; Carcinoma, Non-Small-Cell Lung; Ovarian Neoplasms; Pancreatic Neoplasms; Prostatic Neoplasms","Randomized Phase - NSCLC, Placebo Arm","Cabozantinib, Placebo",,,,,2.4,1.4,2.7,8.0,,2024-04-25,2009-09,2014-06
NCT00940225,"Solid Tumors; Cancer; Neoplasms; Breast Neoplasms; Melanoma; Carcinoma, Hepatocellular; Small Cell Lung Carcinoma; Carcinoma, Non-Small-Cell Lung; Ovarian Neoplasms; Pancreatic Neoplasms; Prostatic Neoplasms","Randomized Phase - Ovarian Cancer, Cabozantinib Arm","Cabozantinib, Placebo",,,,,4.9,3.9,13.6,7.0,,2024-04-25,2009-09,2014-06
NCT00940225,"Solid Tumors; Cancer; Neoplasms; Breast Neoplasms; Melanoma; Carcinoma, Hepatocellular; Small Cell Lung Carcinoma; Carcinoma, Non-Small-Cell Lung; Ovarian Neoplasms; Pancreatic Neoplasms; Prostatic Neoplasms","Randomized Phase - Ovarian Cancer, Placebo Arm","Cabozantinib, Placebo",,,,,1.4,1.3,1.6,6.0,,2024-04-25,2009-09,2014-06
NCT00940225,"Solid Tumors; Cancer; Neoplasms; Breast Neoplasms; Melanoma; Carcinoma, Hepatocellular; Small Cell Lung Carcinoma; Carcinoma, Non-Small-Cell Lung; Ovarian Neoplasms; Pancreatic Neoplasms; Prostatic Neoplasms","Randomized Phase - Pancreatic Cancer, Cabozantinib Arm","Cabozantinib, Placebo",,,,,2.8,1.5,2.8,3.0,,2024-04-25,2009-09,2014-06
NCT00940225,"Solid Tumors; Cancer; Neoplasms; Breast Neoplasms; Melanoma; Carcinoma, Hepatocellular; Small Cell Lung Carcinoma; Carcinoma, Non-Small-Cell Lung; Ovarian Neoplasms; Pancreatic Neoplasms; Prostatic Neoplasms","Randomized Phase - Pancreatic Cancer, Placebo Arm","Cabozantinib, Placebo",,,,,0.07,0.07,0.07,3.0,,2024-04-25,2009-09,2014-06
NCT00940225,"Solid Tumors; Cancer; Neoplasms; Breast Neoplasms; Melanoma; Carcinoma, Hepatocellular; Small Cell Lung Carcinoma; Carcinoma, Non-Small-Cell Lung; Ovarian Neoplasms; Pancreatic Neoplasms; Prostatic Neoplasms","Randomized Phase - SCLC, Cabozantinib Arm","Cabozantinib, Placebo",,,,,5.5,1.9,6.9,8.0,,2024-04-25,2009-09,2014-06
NCT00940225,"Solid Tumors; Cancer; Neoplasms; Breast Neoplasms; Melanoma; Carcinoma, Hepatocellular; Small Cell Lung Carcinoma; Carcinoma, Non-Small-Cell Lung; Ovarian Neoplasms; Pancreatic Neoplasms; Prostatic Neoplasms","Randomized Phase - SCLC, Placebo Arm","Cabozantinib, Placebo",,,,,1.5,0.85,2.23,2.0,,2024-04-25,2009-09,2014-06
NCT01140347,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Placebo + BSC,"Placebo, Ramucirumab DP (IMC-1121B), BSC",7.62,6.01,9.33,282.0,2.1,1.58,2.69,282.0,0.7,2015-12-28,2010-10,2015-03
NCT01140347,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Ramucirumab (IMC-1121B) + BSC,"Placebo, Ramucirumab DP (IMC-1121B), BSC",9.17,8.05,10.64,283.0,2.79,2.69,3.94,283.0,7.1,2015-12-28,2010-10,2015-03
NCT01643070,Rectal Cancer; Liver Metastases; Rectal Neoplasms,During Induction XELOX (Arm A),"Capecitabine, Oxaliplatin, Radiotherapy",,,,,,,,,,2025-02-25,2010-01,2015-12
NCT01643070,Rectal Cancer; Liver Metastases; Rectal Neoplasms,During Posoperative XELOX (Arm B),"Capecitabine, Oxaliplatin, Radiotherapy",,,,,,,,,,2025-02-25,2010-01,2015-12
NCT01643070,Rectal Cancer; Liver Metastases; Rectal Neoplasms,During Postoperative XELOX (Arm A),"Capecitabine, Oxaliplatin, Radiotherapy",,,,,,,,,,2025-02-25,2010-01,2015-12
NCT01643070,Rectal Cancer; Liver Metastases; Rectal Neoplasms,During Preoperative Chemoradiotherapy With XELOX (Arm A),"Capecitabine, Oxaliplatin, Radiotherapy",,,,,,,,,,2025-02-25,2010-01,2015-12
NCT01643070,Rectal Cancer; Liver Metastases; Rectal Neoplasms,During Preoperative Chemoradiotherapy With XELOX (Arm B),"Capecitabine, Oxaliplatin, Radiotherapy",,,,,,,,,,2025-02-25,2010-01,2015-12
NCT04195438,Liver Cancer; Liver Neoplasms,Intervention Arm,"CO Testing Pre/Post Hepatic Resection, ABG Testing Pre/Post Hepatic Resection, CT Evaluations",,,,,,,,,,2024-06-21,2014-05-07,2024-03-26
NCT02649868,Hepatic Cancer; Liver Neoplasms; Hepatocellular Cancer; Liver Cancer; Liver Neoplasms,Hepatic Tumors Bead Embolization,"Transarterial embolization (TAE), LC Bead LUMI",,,,,,,,,,2024-07-11,2016-01-12,2020-07-23
NCT00605150,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",TheraSphere Treatment for Patients With Unresectable HCC,TheraSphere-Yttrium 90 microsphere,,,,,,,,,,2022-04-22,2008-01,2012-07
NCT00355238,"Hepatocellular Carcinoma (HCC); Carcinoma, Hepatocellular",Group A (Brivanib 800 mg QD),brivanib (active),9.95,6.77,15.21,55.0,,,,,,2023-12-01,2006-12-31,2010-04-30
NCT00355238,"Hepatocellular Carcinoma (HCC); Carcinoma, Hepatocellular",Group B (Brivanib 800 mg QD),brivanib (active),,,,,,,,,,2023-12-01,2006-12-31,2010-04-30
NCT00355238,"Hepatocellular Carcinoma (HCC); Carcinoma, Hepatocellular",Group C (400 mg BID),brivanib (active),,,,,,,,,,2023-12-01,2006-12-31,2010-04-30
NCT02082210,"Advanced Cancer; Gastric Adenocarcinoma; Gastroesophageal Junction Adenocarcinoma; Hepatocellular Cancer; Renal Cell Carcinoma; Non-Small Cell Lung Cancer; Liver Neoplasms; Carcinoma, Renal Cell; Carcinoma, Non-Small-Cell Lung",Part A - 2000 mg Emibetuzumab,"Emibetuzumab, Ramucirumab",,,,,,,,,,2020-12-19,2014-03-07,2018-01-24
NCT02082210,"Advanced Cancer; Gastric Adenocarcinoma; Gastroesophageal Junction Adenocarcinoma; Hepatocellular Cancer; Renal Cell Carcinoma; Non-Small Cell Lung Cancer; Liver Neoplasms; Carcinoma, Renal Cell; Carcinoma, Non-Small-Cell Lung",Part A - 750 mg Emibetuzumab,"Emibetuzumab, Ramucirumab",,,,,,,,,,2020-12-19,2014-03-07,2018-01-24
NCT02082210,"Advanced Cancer; Gastric Adenocarcinoma; Gastroesophageal Junction Adenocarcinoma; Hepatocellular Cancer; Renal Cell Carcinoma; Non-Small Cell Lung Cancer; Liver Neoplasms; Carcinoma, Renal Cell; Carcinoma, Non-Small-Cell Lung",Part B - Gastric,"Emibetuzumab, Ramucirumab",,,,,,,,,6.3,2020-12-19,2014-03-07,2018-01-24
NCT02082210,"Advanced Cancer; Gastric Adenocarcinoma; Gastroesophageal Junction Adenocarcinoma; Hepatocellular Cancer; Renal Cell Carcinoma; Non-Small Cell Lung Cancer; Liver Neoplasms; Carcinoma, Renal Cell; Carcinoma, Non-Small-Cell Lung",Part B - HCC,"Emibetuzumab, Ramucirumab",,,,,,,,,6.7,2020-12-19,2014-03-07,2018-01-24
NCT02082210,"Advanced Cancer; Gastric Adenocarcinoma; Gastroesophageal Junction Adenocarcinoma; Hepatocellular Cancer; Renal Cell Carcinoma; Non-Small Cell Lung Cancer; Liver Neoplasms; Carcinoma, Renal Cell; Carcinoma, Non-Small-Cell Lung",Part B - NSCLC,"Emibetuzumab, Ramucirumab",,,,,,,,,6.7,2020-12-19,2014-03-07,2018-01-24
NCT02082210,"Advanced Cancer; Gastric Adenocarcinoma; Gastroesophageal Junction Adenocarcinoma; Hepatocellular Cancer; Renal Cell Carcinoma; Non-Small Cell Lung Cancer; Liver Neoplasms; Carcinoma, Renal Cell; Carcinoma, Non-Small-Cell Lung",Part B - RCC,"Emibetuzumab, Ramucirumab",,,,,,,,,0.0,2020-12-19,2014-03-07,2018-01-24
NCT00857805,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular",Proton Beam Radiotherapy,"Transarterial Chemoembolization, Proton Beam Radiotherapy",68.0,54.0,86.0,35.0,,,,,,2024-05-31,2009-01-07,2021-07-07
NCT00857805,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular",Transarterial Chemoembolization,"Transarterial Chemoembolization, Proton Beam Radiotherapy",65.0,52.0,83.0,39.0,,,,,,2024-05-31,2009-01-07,2021-07-07
NCT01516710,Secondary Malignant Neoplasm of Liver; Colorectal Neoplasms; Colorectal Neoplasms,Laparoscopic Liver Resection,"Open liver resection, Laparoscopic liver resection",,,,,,,,,,2024-05-10,2012-01,2025-12
NCT01516710,Secondary Malignant Neoplasm of Liver; Colorectal Neoplasms; Colorectal Neoplasms,Open Liver Resection,"Open liver resection, Laparoscopic liver resection",,,,,,,,,,2024-05-10,2012-01,2025-12
NCT00440310,"Liver Metastases; Colorectal Neoplasms; Neoplasm Metastasis; Neoplasm Recurrence, Local; Colorectal Neoplasms; Neoplasm Metastasis; Neoplasm Recurrence, Local; Liver Neoplasms",Chemotherapy Alone,"Talaporfin sodium, Percutaneous placement of device in liver metastases, Interstitial light emitting diodes, FOLFOX4 regimen, FOLFIRI regimen",405.0,244.0,655.0,239.0,,,,,,2015-08-25,2007-02,2011-10
NCT00440310,"Liver Metastases; Colorectal Neoplasms; Neoplasm Metastasis; Neoplasm Recurrence, Local; Colorectal Neoplasms; Neoplasm Metastasis; Neoplasm Recurrence, Local; Liver Neoplasms",Litx + Chemotherapy,"Talaporfin sodium, Percutaneous placement of device in liver metastases, Interstitial light emitting diodes, FOLFOX4 regimen, FOLFIRI regimen",390.0,234.0,735.0,244.0,,,,,,2015-08-25,2007-02,2011-10
NCT01668017,"Advanced Solid Tumors; Hepatocellular Carcinoma; Carcinoma, Hepatocellular; Liver Neoplasms",Part 1: Pimasertib 30 mg in HCC,"Pimasertib, Pimasertib, Pimasertib, Pimasertib, Pimasertib",,,,,,,,,0.0,2017-08-23,2012-09-30,2015-05-31
NCT01668017,"Advanced Solid Tumors; Hepatocellular Carcinoma; Carcinoma, Hepatocellular; Liver Neoplasms",Part 1: Pimasertib 30 mg in Solid Tumor,"Pimasertib, Pimasertib, Pimasertib, Pimasertib, Pimasertib",,,,,,,,,0.0,2017-08-23,2012-09-30,2015-05-31
NCT01668017,"Advanced Solid Tumors; Hepatocellular Carcinoma; Carcinoma, Hepatocellular; Liver Neoplasms",Part 1: Pimasertib 45 mg in HCC,"Pimasertib, Pimasertib, Pimasertib, Pimasertib, Pimasertib",,,,,,,,,0.0,2017-08-23,2012-09-30,2015-05-31
NCT01668017,"Advanced Solid Tumors; Hepatocellular Carcinoma; Carcinoma, Hepatocellular; Liver Neoplasms",Part 1: Pimasertib 45 mg in Solid Tumor,"Pimasertib, Pimasertib, Pimasertib, Pimasertib, Pimasertib",,,,,,,,,0.0,2017-08-23,2012-09-30,2015-05-31
NCT01668017,"Advanced Solid Tumors; Hepatocellular Carcinoma; Carcinoma, Hepatocellular; Liver Neoplasms",Part 1: Pimasertib 60 mg in Solid Tumor,"Pimasertib, Pimasertib, Pimasertib, Pimasertib, Pimasertib",,,,,,,,,0.0,2017-08-23,2012-09-30,2015-05-31
NCT01528878,"Liver Neoplasms; Colonic Neoplasms; Metastatic Cancer to Liver; Liver Neoplasms; Colonic Neoplasms; Carcinoma, Hepatocellular",Single Arm Patients With HCC or Liver Metastases,Stereotactic Radiosurgery using the CyberKnife System.,62.0,,,30.0,,,,,,2018-07-26,2009-04,2016-01-28
NCT00358501,Severe Hepatic Veno-Occlusive Disease; Hepatic Veno-Occlusive Disease; Multiple Organ Failure,Defibrotide,Defibrotide,,,,,,,,,,2017-01-30,2006-07,2015-03
NCT00358501,Severe Hepatic Veno-Occlusive Disease; Hepatic Veno-Occlusive Disease; Multiple Organ Failure,Historical Control,Defibrotide,,,,,,,,,,2017-01-30,2006-07,2015-03
NCT00628498,Hepatic Veno-Occlusive Disease; Hepatic Veno-Occlusive Disease,Defibrotide,"Defibrotide, Defibrotide",,,,,,,,,,2017-11-30,2007-12,2016-09
NCT02500147,Polycystic Ovary Syndrome; Non-Alcoholic Fatty Liver Disease; Metabolic Syndrome; Polycystic Ovary Syndrome; Non-alcoholic Fatty Liver Disease; Metabolic Syndrome; Hirsutism; Acne Vulgaris; Amenorrhea; Dyslipidemias,Metformin,"Metformin, Placebo",,,,,,,,,,2025-07-02,2011-09-08,2021-03-03
NCT02500147,Polycystic Ovary Syndrome; Non-Alcoholic Fatty Liver Disease; Metabolic Syndrome; Polycystic Ovary Syndrome; Non-alcoholic Fatty Liver Disease; Metabolic Syndrome; Hirsutism; Acne Vulgaris; Amenorrhea; Dyslipidemias,Placebo,"Metformin, Placebo",,,,,,,,,,2025-07-02,2011-09-08,2021-03-03
NCT01755767,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular; Carcinoma",Placebo Matching 120 mg BID Cohort,"Tivantinib, Placebo",9.1,7.3,10.4,114.0,2.0,1.9,3.6,114.0,,2021-04-06,2012-12-27,2017-07-31
NCT01755767,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular; Carcinoma",Tivantinib 120 mg BID Cohort,"Tivantinib, Placebo",8.4,6.8,10.0,226.0,2.1,1.9,3.0,226.0,,2021-04-06,2012-12-27,2017-07-31
NCT00107536,"Adult Primary Hepatocellular Carcinoma; Advanced Adult Primary Liver Cancer; Localized Unresectable Adult Primary Liver Cancer; Recurrent Adult Primary Liver Cancer; Recurrent Extrahepatic Bile Duct Cancer; Recurrent Gallbladder Cancer; Unresectable Extrahepatic Bile Duct Cancer; Unresectable Gallbladder Cancer; Carcinoma, Hepatocellular; Bile Duct Neoplasms; Gallbladder Neoplasms",Arm I,"lapatinib ditosylate, laboratory biomarker analysis",12.6,7.8,22.4,26.0,1.9,1.8,3.6,26.0,0.0,2015-04-29,2005-10,2009-05
NCT04572633,"Liver Neoplasms; Hepatocellular Carcinoma; Liver Metastases; Liver Neoplasms; Carcinoma, Hepatocellular",HistoSonics System,HistoSonics System,,,,,,,,,,2025-11-19,2021-01-27,2027-09
NCT00926536,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular",C-arm CT + DSA as Needed,"C-arm CT + DSA as needed, DSA only",,,,,,,,,,2016-04-04,2009-04,2010-03
NCT00926536,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular",DSA Only,"C-arm CT + DSA as needed, DSA only",,,,,,,,,,2016-04-04,2009-04,2010-03
NCT02031536,"Gastrinoma; Glucagonoma; Insulinoma; Liver Metastases; Pancreatic Polypeptide Tumor; Recurrent Islet Cell Carcinoma; Somatostatinoma; Gastrinoma; Glucagonoma; Insulinoma; Carcinoma, Islet Cell; Somatostatinoma",Arm A (Everolimus),"everolimus, placebo",2.05,,,2.0,,,,,,2023-06-29,2014-04-10,2017-07-19
NCT02392637,Stage III Intrahepatic Cholangiocarcinoma AJCC v7; Stage IIIA Gallbladder Cancer AJCC v7; Stage IIIB Gallbladder Cancer AJCC v7; Stage IVA Gallbladder Cancer AJCC v7; Stage IVA Intrahepatic Cholangiocarcinoma AJCC v7; Stage IVB Gallbladder Cancer AJCC v7; Stage IVB Intrahepatic Cholangiocarcinoma AJCC v7; Unresectable Extrahepatic Bile Duct Carcinoma; Unresectable Gallbladder Carcinoma; Cholangiocarcinoma; Gallbladder Neoplasms,High Dose,"Cisplatin, Gemcitabine Hydrochloride, Laboratory Biomarker Analysis, Nab-paclitaxel",19.5,10.0,,31.0,,,,,,2022-02-02,2015-04-02,2020-08-13
NCT02392637,Stage III Intrahepatic Cholangiocarcinoma AJCC v7; Stage IIIA Gallbladder Cancer AJCC v7; Stage IIIB Gallbladder Cancer AJCC v7; Stage IVA Gallbladder Cancer AJCC v7; Stage IVA Intrahepatic Cholangiocarcinoma AJCC v7; Stage IVB Gallbladder Cancer AJCC v7; Stage IVB Intrahepatic Cholangiocarcinoma AJCC v7; Unresectable Extrahepatic Bile Duct Carcinoma; Unresectable Gallbladder Carcinoma; Cholangiocarcinoma; Gallbladder Neoplasms,Low Dose,"Cisplatin, Gemcitabine Hydrochloride, Laboratory Biomarker Analysis, Nab-paclitaxel",15.7,8.7,,26.0,,,,,,2022-02-02,2015-04-02,2020-08-13
